Item1,Item2.Item1.Item1,Item2.Item1.Item2.Value.IsInvalid,Item2.Item1.Item2.Value.ElementType,Item2.Item1.Item2.Value.Size.Width,Item2.Item1.Item2.Value.Size.Height,Item2.Item1.Item2.Value.Rows,Item2.Item1.Item2.Value.Cols,Item2.Item1.Item2.Value.Step,Item2.Item1.Item2.Value.Depth,Item2.Item1.Item2.Value.Channels,Item2.Item1.Item2.Value.ElementSize,Item2.Item1.Item2.Value.Data,Item2.Item1.Item2.Value.IsClosed,Item2.Item1.Item2.Timestamp,Item2.Item2
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622897648,False,2023-08-28T14:20:51.5352960+02:00,6994
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623064672,False,2023-08-28T14:20:53.4386432+02:00,7013
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620577152,False,2023-08-28T14:20:53.8302336+02:00,7017
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622483504,False,2023-08-28T14:20:53.9308672+02:00,7018
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623809184,False,2023-08-28T14:20:54.2322432+02:00,7021
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622388752,False,2023-08-28T14:20:54.7339392+02:00,7026
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621728768,False,2023-08-28T14:20:55.2356480+02:00,7031
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621292368,False,2023-08-28T14:20:55.4360320+02:00,7033
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619596688,False,2023-08-28T14:20:55.9373440+02:00,7038
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624073360,False,2023-08-28T14:20:56.7390848+02:00,7046
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619597296,False,2023-08-28T14:20:58.1354880+02:00,7060
Lick1,True,False,6,10,3,3,10,80,F64,1,8,625057584,False,2023-08-28T14:21:00.6337024+02:00,7085
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619608848,False,2023-08-28T14:21:02.2362368+02:00,7101
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622669696,False,2023-08-28T14:21:04.0433152+02:00,7119
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622874768,False,2023-08-28T14:21:04.1430784+02:00,7120
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623842096,False,2023-08-28T14:21:04.5347584+02:00,7124
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622874768,False,2023-08-28T14:21:04.8356864+02:00,7127
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624145584,False,2023-08-28T14:21:05.3373952+02:00,7132
pump1_on,True,False,6,10,3,3,10,80,F64,1,8,623991680,False,2023-08-28T14:21:06.8420864+02:00,7147
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623288592,False,2023-08-28T14:21:08.5384064+02:00,7164
pump1_off,True,False,6,10,3,3,10,80,F64,1,8,622390576,False,2023-08-28T14:21:08.8404096+02:00,7167
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620963008,False,2023-08-28T14:21:10.6422912+02:00,7185
Lick1,True,False,6,10,3,3,10,80,F64,1,8,565115040,False,2023-08-28T14:21:11.8470272+02:00,7197
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623785936,False,2023-08-28T14:21:11.9472896+02:00,7198
Lick1,True,False,6,10,3,3,10,80,F64,1,8,460733648,False,2023-08-28T14:21:14.0444544+02:00,7219
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619619488,False,2023-08-28T14:21:15.2439680+02:00,7231
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621503936,False,2023-08-28T14:21:15.7464064+02:00,7236
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624574096,False,2023-08-28T14:21:19.7481856+02:00,7276
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621729072,False,2023-08-28T14:21:19.8502016+02:00,7277
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619595168,False,2023-08-28T14:21:23.8505600+02:00,7317
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620967728,False,2023-08-28T14:21:25.9520000+02:00,7338
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619446880,False,2023-08-28T14:21:27.1477248+02:00,7350
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622125952,False,2023-08-28T14:21:27.2480000+02:00,7351
pump1_on,True,False,6,10,3,3,10,80,F64,1,8,622125952,False,2023-08-28T14:21:27.2480000+02:00,7351
Lick1,True,False,6,10,3,3,10,80,F64,1,8,460733648,False,2023-08-28T14:21:27.4483584+02:00,7353
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623835392,False,2023-08-28T14:21:27.5483136+02:00,7354
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623835392,False,2023-08-28T14:21:27.5483136+02:00,7354
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623810096,False,2023-08-28T14:21:27.6489088+02:00,7355
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623810096,False,2023-08-28T14:21:27.6489088+02:00,7355
Lick2,True,False,6,10,3,3,10,80,F64,1,8,619592432,False,2023-08-28T14:21:27.7492352+02:00,7356
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623788368,False,2023-08-28T14:21:28.9476992+02:00,7368
pump1_off,True,False,6,10,3,3,10,80,F64,1,8,460736384,False,2023-08-28T14:21:29.2500480+02:00,7371
Lick1,True,False,6,10,3,3,10,80,F64,1,8,474296368,False,2023-08-28T14:21:29.4514560+02:00,7373
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622896736,False,2023-08-28T14:21:29.7533184+02:00,7376
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622483808,False,2023-08-28T14:21:30.1449856+02:00,7380
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622350080,False,2023-08-28T14:21:31.7538432+02:00,7396
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622350080,False,2023-08-28T14:21:31.7538432+02:00,7396
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621601296,False,2023-08-28T14:21:31.9545728+02:00,7398
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621601296,False,2023-08-28T14:21:31.9545728+02:00,7398
Lick2,True,False,6,10,3,3,10,80,F64,1,8,619444752,False,2023-08-28T14:21:32.0553856+02:00,7399
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623810096,False,2023-08-28T14:21:32.2466560+02:00,7401
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622127472,False,2023-08-28T14:21:33.5517056+02:00,7414
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622127472,False,2023-08-28T14:21:33.5517056+02:00,7414
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624570288,False,2023-08-28T14:21:36.9483392+02:00,7448
Lick2,True,False,6,10,3,3,10,80,F64,1,8,624570288,False,2023-08-28T14:21:36.9483392+02:00,7448
Lick2,True,False,6,10,3,3,10,80,F64,1,8,620577456,False,2023-08-28T14:21:37.0487936+02:00,7449
Lick2,True,False,6,10,3,3,10,80,F64,1,8,619444752,False,2023-08-28T14:21:37.1487104+02:00,7450
Lick2,True,False,6,10,3,3,10,80,F64,1,8,624073360,False,2023-08-28T14:21:37.3493120+02:00,7452
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623838896,False,2023-08-28T14:21:38.0503552+02:00,7459
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623838896,False,2023-08-28T14:21:38.0503552+02:00,7459
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623842096,False,2023-08-28T14:21:38.4511872+02:00,7463
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623842096,False,2023-08-28T14:21:38.4511872+02:00,7463
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622681328,False,2023-08-28T14:21:40.3488896+02:00,7482
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622681328,False,2023-08-28T14:21:40.3488896+02:00,7482
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619261680,False,2023-08-28T14:21:40.5595648+02:00,7484
Lick2,True,False,6,10,3,3,10,80,F64,1,8,619261680,False,2023-08-28T14:21:40.5595648+02:00,7484
Lick2,True,False,6,10,3,3,10,80,F64,1,8,619287824,False,2023-08-28T14:21:41.0541056+02:00,7489
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622367296,False,2023-08-28T14:21:41.2564608+02:00,7491
Lick2,True,False,6,10,3,3,10,80,F64,1,8,620963616,False,2023-08-28T14:21:41.3568256+02:00,7492
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620963616,False,2023-08-28T14:21:41.3568256+02:00,7492
Lick2,True,False,6,10,3,3,10,80,F64,1,8,618468048,False,2023-08-28T14:21:41.4572928+02:00,7493
Lick1,True,False,6,10,3,3,10,80,F64,1,8,618468048,False,2023-08-28T14:21:41.4572928+02:00,7493
Lick2,True,False,6,10,3,3,10,80,F64,1,8,618479600,False,2023-08-28T14:21:41.8507264+02:00,7497
Lick2,True,False,6,10,3,3,10,80,F64,1,8,624573792,False,2023-08-28T14:21:41.9512832+02:00,7498
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621291600,False,2023-08-28T14:21:42.6537984+02:00,7505
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621291600,False,2023-08-28T14:21:42.6537984+02:00,7505
Lick2,True,False,6,10,3,3,10,80,F64,1,8,619446576,False,2023-08-28T14:21:42.7555840+02:00,7506
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622369120,False,2023-08-28T14:21:42.9559552+02:00,7508
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622369120,False,2023-08-28T14:21:42.9559552+02:00,7508
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622668784,False,2023-08-28T14:21:43.1570688+02:00,7510
Lick1,True,False,6,10,3,3,10,80,F64,1,8,618465312,False,2023-08-28T14:21:45.2600960+02:00,7531
Lick2,True,False,6,10,3,3,10,80,F64,1,8,619446272,False,2023-08-28T14:21:45.3605120+02:00,7532
Lick1,True,False,6,10,3,3,10,80,F64,1,8,13056816,False,2023-08-28T14:21:45.4608768+02:00,7533
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623355904,False,2023-08-28T14:21:45.7522688+02:00,7536
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623833568,False,2023-08-28T14:21:45.9527168+02:00,7538
Lick2,True,False,6,10,3,3,10,80,F64,1,8,624073056,False,2023-08-28T14:21:47.3566976+02:00,7552
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624073056,False,2023-08-28T14:21:47.3566976+02:00,7552
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621057424,False,2023-08-28T14:21:47.4582912+02:00,7553
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621057424,False,2023-08-28T14:21:47.4582912+02:00,7553
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621502416,False,2023-08-28T14:21:47.6583552+02:00,7555
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623836304,False,2023-08-28T14:21:47.7589888+02:00,7556
pump2_on,True,False,6,10,3,3,10,80,F64,1,8,620968944,False,2023-08-28T14:21:47.9604864+02:00,7558
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623836000,False,2023-08-28T14:21:48.3616128+02:00,7562
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623836000,False,2023-08-28T14:21:48.3616128+02:00,7562
pump2_off,True,False,6,10,3,3,10,80,F64,1,8,620953568,False,2023-08-28T14:21:49.9602560+02:00,7578
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621503024,False,2023-08-28T14:21:50.9606272+02:00,7588
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620963312,False,2023-08-28T14:21:51.3613312+02:00,7592
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619260160,False,2023-08-28T14:21:51.5614080+02:00,7594
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619282960,False,2023-08-28T14:21:51.9630592+02:00,7598
Lick2,True,False,6,10,3,3,10,80,F64,1,8,619280832,False,2023-08-28T14:21:52.0630400+02:00,7599
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623099024,False,2023-08-28T14:21:52.1628544+02:00,7600
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623355904,False,2023-08-28T14:21:52.2636416+02:00,7601
Lick2,True,False,6,10,3,3,10,80,F64,1,8,620965136,False,2023-08-28T14:21:52.3638272+02:00,7602
Lick2,True,False,6,10,3,3,10,80,F64,1,8,619286912,False,2023-08-28T14:21:55.9615104+02:00,7638
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622484720,False,2023-08-28T14:21:56.1629696+02:00,7640
Lick2,True,False,6,10,3,3,10,80,F64,1,8,625079600,False,2023-08-28T14:21:56.2637312+02:00,7641
Lick1,True,False,6,10,3,3,10,80,F64,1,8,625079600,False,2023-08-28T14:21:56.2637312+02:00,7641
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622124736,False,2023-08-28T14:21:56.4648832+02:00,7643
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623066496,False,2023-08-28T14:21:59.7617536+02:00,7676
Lick2,True,False,6,10,3,3,10,80,F64,1,8,564849552,False,2023-08-28T14:22:01.9584384+02:00,7698
Lick2,True,False,6,10,3,3,10,80,F64,1,8,564849552,False,2023-08-28T14:22:02.1589120+02:00,7700
Lick1,True,False,6,10,3,3,10,80,F64,1,8,564849552,False,2023-08-28T14:22:02.1589120+02:00,7700
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622370032,False,2023-08-28T14:22:02.3687296+02:00,7702
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623992288,False,2023-08-28T14:22:10.2675712+02:00,7781
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623064064,False,2023-08-28T14:22:10.5690368+02:00,7784
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622723856,False,2023-08-28T14:22:11.8663936+02:00,7797
Lick2,True,False,6,10,3,3,10,80,F64,1,8,620029008,False,2023-08-28T14:22:16.9740288+02:00,7848
pump2_on,True,False,6,10,3,3,10,80,F64,1,8,619598512,False,2023-08-28T14:22:19.3735552+02:00,7872
pump2_off,True,False,6,10,3,3,10,80,F64,1,8,624573488,False,2023-08-28T14:22:21.3734656+02:00,7892
Lick2,True,False,6,10,3,3,10,80,F64,1,8,618486896,False,2023-08-28T14:22:23.4732416+02:00,7913
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622995104,False,2023-08-28T14:22:26.3739648+02:00,7942
Lick2,True,False,6,10,3,3,10,80,F64,1,8,618475344,False,2023-08-28T14:22:26.5741568+02:00,7944
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620029312,False,2023-08-28T14:22:27.0764544+02:00,7949
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624084160,False,2023-08-28T14:22:27.9732096+02:00,7958
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622126864,False,2023-08-28T14:22:30.4745344+02:00,7983
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619606112,False,2023-08-28T14:22:33.8790144+02:00,8017
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620966208,False,2023-08-28T14:22:33.9808384+02:00,8018
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623993200,False,2023-08-28T14:22:34.3731712+02:00,8022
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624576528,False,2023-08-28T14:22:36.0824960+02:00,8039
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623808576,False,2023-08-28T14:22:37.4757760+02:00,8053
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621280992,False,2023-08-28T14:22:37.5763968+02:00,8054
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621731200,False,2023-08-28T14:22:38.4814976+02:00,8063
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621289472,False,2023-08-28T14:22:38.6819328+02:00,8065
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621730896,False,2023-08-28T14:22:39.0832128+02:00,8069
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619620704,False,2023-08-28T14:22:39.1838208+02:00,8070
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622891712,False,2023-08-28T14:22:39.3751680+02:00,8072
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621288864,False,2023-08-28T14:22:39.5767296+02:00,8074
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621288864,False,2023-08-28T14:22:39.5767296+02:00,8074
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624073664,False,2023-08-28T14:22:39.7771776+02:00,8076
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620574720,False,2023-08-28T14:22:39.8774912+02:00,8077
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620954784,False,2023-08-28T14:22:40.2789504+02:00,8081
pump2_on,True,False,6,10,3,3,10,80,F64,1,8,623839808,False,2023-08-28T14:22:41.4848000+02:00,8093
pump2_off,True,False,6,10,3,3,10,80,F64,1,8,618465616,False,2023-08-28T14:22:43.4838656+02:00,8113
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622897040,False,2023-08-28T14:22:45.6848896+02:00,8135
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623290720,False,2023-08-28T14:22:48.1869696+02:00,8160
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619602768,False,2023-08-28T14:22:48.3785728+02:00,8162
Lick1,True,False,6,10,3,3,10,80,F64,1,8,474798672,False,2023-08-28T14:22:48.5799808+02:00,8164
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620028704,False,2023-08-28T14:22:50.7847680+02:00,8186
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619597600,False,2023-08-28T14:22:55.1901568+02:00,8230
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623807968,False,2023-08-28T14:22:55.5829248+02:00,8234
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621598864,False,2023-08-28T14:22:55.6838144+02:00,8235
Lick1,True,False,6,10,3,3,10,80,F64,1,8,625058192,False,2023-08-28T14:22:57.8906624+02:00,8257
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624083552,False,2023-08-28T14:22:58.0904704+02:00,8259
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622898560,False,2023-08-28T14:22:58.2910336+02:00,8261
Lick1,True,False,6,10,3,3,10,80,F64,1,8,618477168,False,2023-08-28T14:23:00.7913216+02:00,8286
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622610880,False,2023-08-28T14:23:00.8921600+02:00,8287
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621730592,False,2023-08-28T14:23:01.2846848+02:00,8291
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623877904,False,2023-08-28T14:23:02.6926080+02:00,8305
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620191216,False,2023-08-28T14:23:02.9875200+02:00,8308
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620029312,False,2023-08-28T14:23:04.0916352+02:00,8319
Lick2,True,False,6,10,3,3,10,80,F64,1,8,620029312,False,2023-08-28T14:23:04.0916352+02:00,8319
Lick2,True,False,6,10,3,3,10,80,F64,1,8,618463488,False,2023-08-28T14:23:04.2941696+02:00,8321
Lick1,True,False,6,10,3,3,10,80,F64,1,8,618463488,False,2023-08-28T14:23:04.2941696+02:00,8321
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621729376,False,2023-08-28T14:23:04.3873536+02:00,8322
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622893840,False,2023-08-28T14:23:04.4875264+02:00,8323
Lick2,True,False,6,10,3,3,10,80,F64,1,8,624072144,False,2023-08-28T14:23:04.5881344+02:00,8324
pump2_on,True,False,6,10,3,3,10,80,F64,1,8,621290992,False,2023-08-28T14:23:12.9895552+02:00,8408
pump2_off,True,False,6,10,3,3,10,80,F64,1,8,621282208,False,2023-08-28T14:23:14.9941760+02:00,8428
Lick2,True,False,6,10,3,3,10,80,F64,1,8,619610976,False,2023-08-28T14:23:15.6974080+02:00,8435
Lick1,True,False,6,10,3,3,10,80,F64,1,8,565115648,False,2023-08-28T14:23:15.8990720+02:00,8437
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622484720,False,2023-08-28T14:23:16.0910336+02:00,8439
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624073360,False,2023-08-28T14:23:16.1926400+02:00,8440
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620968640,False,2023-08-28T14:23:16.2928640+02:00,8441
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622895216,False,2023-08-28T14:23:16.4941824+02:00,8443
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619609456,False,2023-08-28T14:23:16.5957120+02:00,8444
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623787760,False,2023-08-28T14:23:16.7974912+02:00,8446
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623048160,False,2023-08-28T14:23:16.8971904+02:00,8447
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623841488,False,2023-08-28T14:23:21.1946496+02:00,8490
Lick2,True,False,6,10,3,3,10,80,F64,1,8,564849856,False,2023-08-28T14:23:23.0954752+02:00,8509
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621293280,False,2023-08-28T14:23:23.2970624+02:00,8511
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623994720,False,2023-08-28T14:23:23.4983296+02:00,8513
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624072144,False,2023-08-28T14:23:31.3995776+02:00,8592
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622892320,False,2023-08-28T14:23:31.4998784+02:00,8593
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622892320,False,2023-08-28T14:23:31.4998784+02:00,8593
Lick2,True,False,6,10,3,3,10,80,F64,1,8,460734256,False,2023-08-28T14:23:31.6000512+02:00,8594
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622349776,False,2023-08-28T14:23:32.0026880+02:00,8598
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622349776,False,2023-08-28T14:23:32.0026880+02:00,8598
Lick1,True,False,6,10,3,3,10,80,F64,1,8,460733344,False,2023-08-28T14:23:33.6058368+02:00,8614
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623836608,False,2023-08-28T14:23:33.9067776+02:00,8617
pump1_on,True,False,6,10,3,3,10,80,F64,1,8,621057120,False,2023-08-28T14:23:34.3012736+02:00,8621
Lick2,True,False,6,10,3,3,10,80,F64,1,8,564851376,False,2023-08-28T14:23:34.4023296+02:00,8622
Lick2,True,False,6,10,3,3,10,80,F64,1,8,619056688,False,2023-08-28T14:23:34.6034816+02:00,8624
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623836608,False,2023-08-28T14:23:34.8044672+02:00,8626
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624071232,False,2023-08-28T14:23:36.3054976+02:00,8641
pump1_off,True,False,6,10,3,3,10,80,F64,1,8,624071232,False,2023-08-28T14:23:36.3054976+02:00,8641
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624071232,False,2023-08-28T14:23:36.3054976+02:00,8641
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622611184,False,2023-08-28T14:23:36.5063680+02:00,8643
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623357424,False,2023-08-28T14:23:36.6998144+02:00,8645
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619278704,False,2023-08-28T14:23:36.7995776+02:00,8646
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622482288,False,2023-08-28T14:23:37.3015680+02:00,8651
Lick1,True,False,6,10,3,3,10,80,F64,1,8,618481728,False,2023-08-28T14:23:38.0059264+02:00,8658
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621212368,False,2023-08-28T14:23:38.4091008+02:00,8662
Lick1,True,False,6,10,3,3,10,80,F64,1,8,618474736,False,2023-08-28T14:23:38.7004288+02:00,8665
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622897648,False,2023-08-28T14:23:39.1036928+02:00,8669
Lick1,True,False,6,10,3,3,10,80,F64,1,8,565113824,False,2023-08-28T14:23:41.6101632+02:00,8694
Lick1,True,False,6,10,3,3,10,80,F64,1,8,460734864,False,2023-08-28T14:23:41.8012032+02:00,8696
Lick2,True,False,6,10,3,3,10,80,F64,1,8,619444144,False,2023-08-28T14:23:41.9018496+02:00,8697
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622348256,False,2023-08-28T14:23:42.0021888+02:00,8698
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622548752,False,2023-08-28T14:23:42.2036864+02:00,8700
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623289200,False,2023-08-28T14:23:42.6072320+02:00,8704
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622994800,False,2023-08-28T14:23:42.9099136+02:00,8707
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622994800,False,2023-08-28T14:23:42.9099136+02:00,8707
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620957216,False,2023-08-28T14:23:43.1029376+02:00,8709
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622387840,False,2023-08-28T14:23:43.3033728+02:00,8711
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622387840,False,2023-08-28T14:23:43.3033728+02:00,8711
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619279008,False,2023-08-28T14:23:44.6056704+02:00,8724
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624574400,False,2023-08-28T14:23:46.1069440+02:00,8739
pump1_on,True,False,6,10,3,3,10,80,F64,1,8,623841792,False,2023-08-28T14:23:53.0105088+02:00,8808
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620956608,False,2023-08-28T14:23:53.4136320+02:00,8812
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621030400,False,2023-08-28T14:23:53.6145408+02:00,8814
Lick2,True,False,6,10,3,3,10,80,F64,1,8,620955088,False,2023-08-28T14:23:53.8153472+02:00,8816
pump1_off,True,False,6,10,3,3,10,80,F64,1,8,623838896,False,2023-08-28T14:23:55.0121856+02:00,8828
Lick1,True,False,6,10,3,3,10,80,F64,1,8,625051856,False,2023-08-28T14:23:55.6136192+02:00,8834
Lick1,True,False,6,10,3,3,10,80,F64,1,8,564850768,False,2023-08-28T14:23:56.2144640+02:00,8840
Lick2,True,False,6,10,3,3,10,80,F64,1,8,564850768,False,2023-08-28T14:23:56.2144640+02:00,8840
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621291600,False,2023-08-28T14:23:56.3147776+02:00,8841
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624571808,False,2023-08-28T14:23:56.4148864+02:00,8842
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623788672,False,2023-08-28T14:23:56.7161984+02:00,8845
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624572720,False,2023-08-28T14:23:56.9078912+02:00,8847
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620953872,False,2023-08-28T14:23:57.1091584+02:00,8849
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622994496,False,2023-08-28T14:23:57.2098688+02:00,8850
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622994496,False,2023-08-28T14:23:57.2098688+02:00,8850
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622995712,False,2023-08-28T14:23:57.4109312+02:00,8852
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622995712,False,2023-08-28T14:23:57.4109312+02:00,8852
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622360288,False,2023-08-28T14:23:57.6129664+02:00,8854
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622360288,False,2023-08-28T14:23:57.6129664+02:00,8854
