Item1,Item2.Item1.Item1,Item2.Item1.Item2.Value.IsInvalid,Item2.Item1.Item2.Value.ElementType,Item2.Item1.Item2.Value.Size.Width,Item2.Item1.Item2.Value.Size.Height,Item2.Item1.Item2.Value.Rows,Item2.Item1.Item2.Value.Cols,Item2.Item1.Item2.Value.Step,Item2.Item1.Item2.Value.Depth,Item2.Item1.Item2.Value.Channels,Item2.Item1.Item2.Value.ElementSize,Item2.Item1.Item2.Value.Data,Item2.Item1.Item2.Value.IsClosed,Item2.Item1.Item2.Timestamp,Item2.Item2
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621277488,False,2023-08-28T14:13:23.7444608+02:00,2518
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623786544,False,2023-08-28T14:13:25.3421312+02:00,2534
pump2_off,True,False,6,10,3,3,10,80,F64,1,8,622360288,False,2023-08-28T14:13:25.6433024+02:00,2537
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621213888,False,2023-08-28T14:13:26.7483648+02:00,2548
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622681632,False,2023-08-28T14:13:27.5438720+02:00,2556
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621293280,False,2023-08-28T14:13:27.9468672+02:00,2560
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621601600,False,2023-08-28T14:13:28.7411712+02:00,2568
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619275968,False,2023-08-28T14:13:39.2526336+02:00,2673
Lick1,True,False,6,10,3,3,10,80,F64,1,8,625052464,False,2023-08-28T14:13:39.4442240+02:00,2675
pump1_on,True,False,6,10,3,3,10,80,F64,1,8,620190304,False,2023-08-28T14:13:40.8545152+02:00,2689
pump1_off,True,False,6,10,3,3,10,80,F64,1,8,623098720,False,2023-08-28T14:13:42.8558720+02:00,2709
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621503936,False,2023-08-28T14:13:43.0489088+02:00,2711
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621601600,False,2023-08-28T14:13:46.9514112+02:00,2750
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622348864,False,2023-08-28T14:13:49.1527424+02:00,2772
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623064672,False,2023-08-28T14:13:49.2535424+02:00,2773
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619614320,False,2023-08-28T14:13:49.4556160+02:00,2775
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622390880,False,2023-08-28T14:13:49.9585536+02:00,2780
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622389360,False,2023-08-28T14:13:50.9529728+02:00,2790
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621600080,False,2023-08-28T14:13:51.0526720+02:00,2791
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624110624,False,2023-08-28T14:13:51.7552768+02:00,2798
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622667264,False,2023-08-28T14:13:52.0564224+02:00,2801
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624071232,False,2023-08-28T14:13:53.9516928+02:00,2820
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622125344,False,2023-08-28T14:13:54.1518464+02:00,2822
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620969248,False,2023-08-28T14:13:54.7555968+02:00,2828
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619590912,False,2023-08-28T14:14:03.1626752+02:00,2912
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622389360,False,2023-08-28T14:14:03.5636608+02:00,2916
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623844224,False,2023-08-28T14:14:03.6551424+02:00,2917
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622361504,False,2023-08-28T14:14:03.8644352+02:00,2919
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620284928,False,2023-08-28T14:14:03.9647104+02:00,2920
Lick1,True,False,6,10,3,3,10,80,F64,1,8,474799584,False,2023-08-28T14:14:04.2562432+02:00,2923
pump2_on,True,False,6,10,3,3,10,80,F64,1,8,623808272,False,2023-08-28T14:14:05.4631808+02:00,2935
pump2_off,True,False,6,10,3,3,10,80,F64,1,8,622666352,False,2023-08-28T14:14:07.4628992+02:00,2955
Lick1,True,False,6,10,3,3,10,80,F64,1,8,625082336,False,2023-08-28T14:14:13.9689472+02:00,3020
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623994720,False,2023-08-28T14:14:14.3610368+02:00,3024
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622892624,False,2023-08-28T14:14:14.5621376+02:00,3026
Lick1,True,False,6,10,3,3,10,80,F64,1,8,618471088,False,2023-08-28T14:14:15.6675200+02:00,3037
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622549968,False,2023-08-28T14:14:17.1625728+02:00,3052
Lick1,True,False,6,10,3,3,10,80,F64,1,8,460735776,False,2023-08-28T14:14:18.1646208+02:00,3062
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620188784,False,2023-08-28T14:14:18.3651968+02:00,3064
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621031312,False,2023-08-28T14:14:18.4652928+02:00,3065
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624072448,False,2023-08-28T14:14:18.6661760+02:00,3067
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622551184,False,2023-08-28T14:14:18.7667200+02:00,3068
Lick1,True,False,6,10,3,3,10,80,F64,1,8,460734864,False,2023-08-28T14:14:18.8661888+02:00,3069
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622682240,False,2023-08-28T14:14:18.9664512+02:00,3070
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619589392,False,2023-08-28T14:14:19.0667648+02:00,3071
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621294496,False,2023-08-28T14:14:19.2672256+02:00,3073
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622669696,False,2023-08-28T14:14:19.3671936+02:00,3074
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622669696,False,2023-08-28T14:14:19.3671936+02:00,3074
Lick2,True,False,6,10,3,3,10,80,F64,1,8,619597296,False,2023-08-28T14:14:19.5679232+02:00,3076
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619597296,False,2023-08-28T14:14:19.5679232+02:00,3076
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621288560,False,2023-08-28T14:14:19.6684544+02:00,3077
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621500896,False,2023-08-28T14:14:19.8684800+02:00,3079
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621500896,False,2023-08-28T14:14:19.8684800+02:00,3079
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619446576,False,2023-08-28T14:14:20.0694912+02:00,3081
Lick2,True,False,6,10,3,3,10,80,F64,1,8,619446576,False,2023-08-28T14:14:20.0694912+02:00,3081
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621278400,False,2023-08-28T14:14:20.2700800+02:00,3083
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621278400,False,2023-08-28T14:14:20.2700800+02:00,3083
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622369424,False,2023-08-28T14:14:20.4706816+02:00,3085
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622666352,False,2023-08-28T14:14:22.2662912+02:00,3103
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622666352,False,2023-08-28T14:14:22.2662912+02:00,3103
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621502112,False,2023-08-28T14:14:22.3660416+02:00,3104
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622893840,False,2023-08-28T14:14:22.5672576+02:00,3106
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623066192,False,2023-08-28T14:14:27.8727680+02:00,3159
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623842400,False,2023-08-28T14:14:28.1739392+02:00,3162
pump2_on,True,False,6,10,3,3,10,80,F64,1,8,623844832,False,2023-08-28T14:14:28.3748608+02:00,3164
pump2_off,True,False,6,10,3,3,10,80,F64,1,8,622125952,False,2023-08-28T14:14:30.3753984+02:00,3184
Lick2,True,False,6,10,3,3,10,80,F64,1,8,618467440,False,2023-08-28T14:14:31.6706176+02:00,3197
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621102848,False,2023-08-28T14:14:31.7710720+02:00,3198
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622347344,False,2023-08-28T14:14:31.8717440+02:00,3199
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621282816,False,2023-08-28T14:14:35.6777728+02:00,3237
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622389664,False,2023-08-28T14:14:35.7781248+02:00,3238
Lick2,True,False,6,10,3,3,10,80,F64,1,8,625082336,False,2023-08-28T14:14:35.9691136+02:00,3240
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622349776,False,2023-08-28T14:14:36.0699904+02:00,3241
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621598256,False,2023-08-28T14:14:36.2731136+02:00,3243
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623876688,False,2023-08-28T14:14:36.4715904+02:00,3245
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621728768,False,2023-08-28T14:14:36.5717632+02:00,3246
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621728768,False,2023-08-28T14:14:36.5717632+02:00,3246
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619432784,False,2023-08-28T14:14:36.7737856+02:00,3248
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622389056,False,2023-08-28T14:14:37.0770432+02:00,3251
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622891408,False,2023-08-28T14:14:37.8793088+02:00,3259
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624073056,False,2023-08-28T14:14:37.9708672+02:00,3260
Lick2,True,False,6,10,3,3,10,80,F64,1,8,619446272,False,2023-08-28T14:14:39.3783552+02:00,3274
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624571504,False,2023-08-28T14:14:47.4758528+02:00,3355
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621212064,False,2023-08-28T14:14:47.6766336+02:00,3357
Lick1,True,False,6,10,3,3,10,80,F64,1,8,565115040,False,2023-08-28T14:14:49.6817664+02:00,3377
Lick2,True,False,6,10,3,3,10,80,F64,1,8,619056992,False,2023-08-28T14:14:51.2769152+02:00,3393
Lick1,True,False,6,10,3,3,10,80,F64,1,8,618483856,False,2023-08-28T14:14:58.0797568+02:00,3461
pump1_on,True,False,6,10,3,3,10,80,F64,1,8,624108800,False,2023-08-28T14:14:59.5798528+02:00,3476
pump1_off,True,False,6,10,3,3,10,80,F64,1,8,620954176,False,2023-08-28T14:15:01.6841728+02:00,3497
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622609664,False,2023-08-28T14:15:10.7914240+02:00,3588
pump1_on,True,False,6,10,3,3,10,80,F64,1,8,621280992,False,2023-08-28T14:15:20.0889344+02:00,3681
pump1_off,True,False,6,10,3,3,10,80,F64,1,8,618464704,False,2023-08-28T14:15:22.0884992+02:00,3701
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623878512,False,2023-08-28T14:15:22.5921152+02:00,3706
Lick1,True,False,6,10,3,3,10,80,F64,1,8,564849856,False,2023-08-28T14:15:22.8936832+02:00,3709
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624071840,False,2023-08-28T14:15:29.0973696+02:00,3771
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623356512,False,2023-08-28T14:15:29.3988096+02:00,3774
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619775712,False,2023-08-28T14:15:38.4015232+02:00,3864
Lick1,True,False,6,10,3,3,10,80,F64,1,8,564851984,False,2023-08-28T14:15:38.4997248+02:00,3865
Lick1,True,False,6,10,3,3,10,80,F64,1,8,625082640,False,2023-08-28T14:15:41.1007232+02:00,3891
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619777232,False,2023-08-28T14:15:41.2031488+02:00,3892
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620963920,False,2023-08-28T14:15:41.3030912+02:00,3893
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621729680,False,2023-08-28T14:15:41.5042816+02:00,3895
pump1_on,True,False,6,10,3,3,10,80,F64,1,8,622368208,False,2023-08-28T14:15:41.7052544+02:00,3897
pump1_off,True,False,6,10,3,3,10,80,F64,1,8,622892624,False,2023-08-28T14:15:43.7004032+02:00,3917
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622894448,False,2023-08-28T14:15:51.1054080+02:00,3991
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620969552,False,2023-08-28T14:15:51.2053120+02:00,3992
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624110320,False,2023-08-28T14:15:51.4064512+02:00,3994
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623358336,False,2023-08-28T14:15:51.5060480+02:00,3995
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623844224,False,2023-08-28T14:15:56.5111168+02:00,4045
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624108496,False,2023-08-28T14:16:02.7144832+02:00,4107
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621287952,False,2023-08-28T14:16:02.9156736+02:00,4109
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621291600,False,2023-08-28T14:16:03.1073280+02:00,4111
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622360896,False,2023-08-28T14:16:03.3082112+02:00,4113
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622360896,False,2023-08-28T14:16:03.3082112+02:00,4113
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619429440,False,2023-08-28T14:16:03.4103296+02:00,4114
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621290688,False,2023-08-28T14:16:03.6087168+02:00,4116
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623357120,False,2023-08-28T14:16:03.7086464+02:00,4117
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623357120,False,2023-08-28T14:16:03.7086464+02:00,4117
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621730592,False,2023-08-28T14:16:04.0100224+02:00,4120
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621730592,False,2023-08-28T14:16:04.0100224+02:00,4120
Lick2,True,False,6,10,3,3,10,80,F64,1,8,619775104,False,2023-08-28T14:16:04.3124608+02:00,4123
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619775104,False,2023-08-28T14:16:04.3124608+02:00,4123
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622897648,False,2023-08-28T14:16:04.4131072+02:00,4124
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622897648,False,2023-08-28T14:16:04.4131072+02:00,4124
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619266544,False,2023-08-28T14:16:04.7135104+02:00,4127
pump1_on,True,False,6,10,3,3,10,80,F64,1,8,621031616,False,2023-08-28T14:16:04.9143936+02:00,4129
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621031616,False,2023-08-28T14:16:04.9143936+02:00,4129
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621031616,False,2023-08-28T14:16:04.9143936+02:00,4129
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622125344,False,2023-08-28T14:16:05.2157312+02:00,4132
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622550880,False,2023-08-28T14:16:05.6081024+02:00,4136
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622550880,False,2023-08-28T14:16:05.6081024+02:00,4136
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623357120,False,2023-08-28T14:16:05.8097664+02:00,4138
Lick2,True,False,6,10,3,3,10,80,F64,1,8,619264416,False,2023-08-28T14:16:05.9107840+02:00,4139
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622367904,False,2023-08-28T14:16:06.1120768+02:00,4141
Lick1,True,False,6,10,3,3,10,80,F64,1,8,564850768,False,2023-08-28T14:16:06.7153152+02:00,4147
Lick2,True,False,6,10,3,3,10,80,F64,1,8,564850768,False,2023-08-28T14:16:06.7153152+02:00,4147
pump1_off,True,False,6,10,3,3,10,80,F64,1,8,619290864,False,2023-08-28T14:16:06.9157504+02:00,4149
Lick2,True,False,6,10,3,3,10,80,F64,1,8,619283568,False,2023-08-28T14:16:08.5108608+02:00,4165
pump1_on,True,False,6,10,3,3,10,80,F64,1,8,565112608,False,2023-08-28T14:16:22.2210944+02:00,4302
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623811312,False,2023-08-28T14:16:23.9187200+02:00,4319
pump1_off,True,False,6,10,3,3,10,80,F64,1,8,622361200,False,2023-08-28T14:16:24.2206592+02:00,4322
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621214192,False,2023-08-28T14:16:27.3249536+02:00,4353
Lick2,True,False,6,10,3,3,10,80,F64,1,8,620966208,False,2023-08-28T14:16:30.3267072+02:00,4383
pump1_on,True,False,6,10,3,3,10,80,F64,1,8,622994496,False,2023-08-28T14:16:43.6318208+02:00,4516
pump1_off,True,False,6,10,3,3,10,80,F64,1,8,622485024,False,2023-08-28T14:16:45.6258176+02:00,4536
pump1_on,True,False,6,10,3,3,10,80,F64,1,8,618489328,False,2023-08-28T14:17:08.8359424+02:00,4768
pump1_off,True,False,6,10,3,3,10,80,F64,1,8,623064064,False,2023-08-28T14:17:10.9422976+02:00,4789
pump2_on,True,False,6,10,3,3,10,80,F64,1,8,564849856,False,2023-08-28T14:17:26.6494336+02:00,4946
pump2_off,True,False,6,10,3,3,10,80,F64,1,8,624144368,False,2023-08-28T14:17:28.6503296+02:00,4966
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621212064,False,2023-08-28T14:17:28.9423232+02:00,4969
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621212064,False,2023-08-28T14:17:28.9423232+02:00,4969
Lick1,True,False,6,10,3,3,10,80,F64,1,8,618474128,False,2023-08-28T14:17:50.5575296+02:00,5185
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619056384,False,2023-08-28T14:17:50.6575872+02:00,5186
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621601904,False,2023-08-28T14:17:54.1592064+02:00,5221
pump1_on,True,False,6,10,3,3,10,80,F64,1,8,621503328,False,2023-08-28T14:17:54.3607424+02:00,5223
pump1_off,True,False,6,10,3,3,10,80,F64,1,8,620957216,False,2023-08-28T14:17:56.3629568+02:00,5243
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622893232,False,2023-08-28T14:18:01.6616832+02:00,5296
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622891408,False,2023-08-28T14:18:10.3645184+02:00,5383
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619599120,False,2023-08-28T14:18:10.5651968+02:00,5385
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621728160,False,2023-08-28T14:18:14.5681280+02:00,5425
pump2_on,True,False,6,10,3,3,10,80,F64,1,8,624070928,False,2023-08-28T14:18:17.0715776+02:00,5450
pump2_off,True,False,6,10,3,3,10,80,F64,1,8,624073664,False,2023-08-28T14:18:19.0726784+02:00,5470
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622349168,False,2023-08-28T14:18:41.8766336+02:00,5698
pump1_on,True,False,6,10,3,3,10,80,F64,1,8,624143152,False,2023-08-28T14:18:42.2781696+02:00,5702
pump1_off,True,False,6,10,3,3,10,80,F64,1,8,621501504,False,2023-08-28T14:18:44.2811008+02:00,5722
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623788976,False,2023-08-28T14:18:45.5753088+02:00,5735
Lick1,True,False,6,10,3,3,10,80,F64,1,8,460734864,False,2023-08-28T14:18:45.6753152+02:00,5736
Lick1,True,False,6,10,3,3,10,80,F64,1,8,474799280,False,2023-08-28T14:18:49.9858304+02:00,5779
Lick1,True,False,6,10,3,3,10,80,F64,1,8,618482032,False,2023-08-28T14:18:52.5810944+02:00,5805
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624169584,False,2023-08-28T14:18:57.5819648+02:00,5855
Lick1,True,False,6,10,3,3,10,80,F64,1,8,460733344,False,2023-08-28T14:19:02.3874816+02:00,5903
pump2_on,True,False,6,10,3,3,10,80,F64,1,8,619775104,False,2023-08-28T14:19:13.9947136+02:00,6019
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622873856,False,2023-08-28T14:19:14.3967104+02:00,6023
pump2_off,True,False,6,10,3,3,10,80,F64,1,8,623098112,False,2023-08-28T14:19:15.9962368+02:00,6039
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621212672,False,2023-08-28T14:19:18.1947392+02:00,6061
Lick1,True,False,6,10,3,3,10,80,F64,1,8,565563280,False,2023-08-28T14:19:19.5976064+02:00,6075
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621728768,False,2023-08-28T14:19:19.6986368+02:00,6076
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623837984,False,2023-08-28T14:19:22.8991104+02:00,6108
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623810400,False,2023-08-28T14:19:30.7010816+02:00,6186
pump2_on,True,False,6,10,3,3,10,80,F64,1,8,624073056,False,2023-08-28T14:19:35.4035840+02:00,6233
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622124736,False,2023-08-28T14:19:36.0053248+02:00,6239
pump2_off,True,False,6,10,3,3,10,80,F64,1,8,621282208,False,2023-08-28T14:19:37.5040896+02:00,6254
pump1_on,True,False,6,10,3,3,10,80,F64,1,8,624108496,False,2023-08-28T14:19:53.4085632+02:00,6413
Lick1,True,False,6,10,3,3,10,80,F64,1,8,625052160,False,2023-08-28T14:19:53.5094016+02:00,6414
pump1_off,True,False,6,10,3,3,10,80,F64,1,8,623063456,False,2023-08-28T14:19:55.4103680+02:00,6433
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623063456,False,2023-08-28T14:19:55.4103680+02:00,6433
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620576240,False,2023-08-28T14:19:58.4083328+02:00,6463
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624573184,False,2023-08-28T14:19:58.6083200+02:00,6465
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621731504,False,2023-08-28T14:20:01.9148416+02:00,6498
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621728464,False,2023-08-28T14:20:09.6191488+02:00,6575
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622876288,False,2023-08-28T14:20:11.7214848+02:00,6596
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620969552,False,2023-08-28T14:20:11.9133824+02:00,6598
pump1_on,True,False,6,10,3,3,10,80,F64,1,8,624072448,False,2023-08-28T14:20:12.6166400+02:00,6605
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621728464,False,2023-08-28T14:20:13.6213760+02:00,6615
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621032224,False,2023-08-28T14:20:14.2150016+02:00,6621
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623808272,False,2023-08-28T14:20:14.5163904+02:00,6624
pump1_off,True,False,6,10,3,3,10,80,F64,1,8,619263504,False,2023-08-28T14:20:14.6169088+02:00,6625
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622390576,False,2023-08-28T14:20:15.0197504+02:00,6629
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619776928,False,2023-08-28T14:20:19.4245248+02:00,6673
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619056080,False,2023-08-28T14:20:19.6250496+02:00,6675
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622681936,False,2023-08-28T14:20:20.1168768+02:00,6680
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622668480,False,2023-08-28T14:20:20.8190848+02:00,6687
Lick1,True,False,6,10,3,3,10,80,F64,1,8,460733344,False,2023-08-28T14:20:21.0202752+02:00,6689
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621600688,False,2023-08-28T14:20:22.0232320+02:00,6699
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621728160,False,2023-08-28T14:20:22.5257728+02:00,6704
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623993200,False,2023-08-28T14:20:22.7167232+02:00,6706
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619444448,False,2023-08-28T14:20:22.8177920+02:00,6707
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624572112,False,2023-08-28T14:20:22.9181184+02:00,6708
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621212672,False,2023-08-28T14:20:23.5208448+02:00,6714
Lick1,True,False,6,10,3,3,10,80,F64,1,8,618471392,False,2023-08-28T14:20:23.9229056+02:00,6718
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623065584,False,2023-08-28T14:20:24.1247616+02:00,6720
Lick1,True,False,6,10,3,3,10,80,F64,1,8,625057888,False,2023-08-28T14:20:24.8260352+02:00,6727
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623291328,False,2023-08-28T14:20:25.0167296+02:00,6729
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620575936,False,2023-08-28T14:20:25.1266176+02:00,6730
Lick1,True,False,6,10,3,3,10,80,F64,1,8,565565104,False,2023-08-28T14:20:25.2171136+02:00,6731
Lick1,True,False,6,10,3,3,10,80,F64,1,8,618476560,False,2023-08-28T14:20:25.4273536+02:00,6733
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621600080,False,2023-08-28T14:20:25.8186240+02:00,6737
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619269888,False,2023-08-28T14:20:25.9188096+02:00,6738
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619445056,False,2023-08-28T14:20:26.4207360+02:00,6743
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623064368,False,2023-08-28T14:20:26.5213952+02:00,6744
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623834784,False,2023-08-28T14:20:28.8190080+02:00,6767
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622346736,False,2023-08-28T14:20:30.2256896+02:00,6781
Lick1,True,False,6,10,3,3,10,80,F64,1,8,625054288,False,2023-08-28T14:20:32.9224576+02:00,6808
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623066800,False,2023-08-28T14:20:33.0227712+02:00,6809
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621599472,False,2023-08-28T14:20:34.1257216+02:00,6820
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619289648,False,2023-08-28T14:20:34.3260928+02:00,6822
Lick1,True,False,6,10,3,3,10,80,F64,1,8,565482368,False,2023-08-28T14:20:36.8260352+02:00,6847
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621502416,False,2023-08-28T14:20:37.9308800+02:00,6858
Lick1,True,False,6,10,3,3,10,80,F64,1,8,474798672,False,2023-08-28T14:20:39.3263488+02:00,6872
pump1_on,True,False,6,10,3,3,10,80,F64,1,8,622390272,False,2023-08-28T14:20:42.5307264+02:00,6904
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624576224,False,2023-08-28T14:20:43.5297408+02:00,6914
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619775712,False,2023-08-28T14:20:43.7310720+02:00,6916
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624014160,False,2023-08-28T14:20:44.1316480+02:00,6920
pump1_off,True,False,6,10,3,3,10,80,F64,1,8,623811312,False,2023-08-28T14:20:44.5328128+02:00,6924
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622996624,False,2023-08-28T14:20:50.9323904+02:00,6988
